img_loss,ocr_loss
0.002613807090209209,1.2855141072322485
0.0019997738437056763,1.242368917373781
0.0020084095120177243,1.2422213433063136
0.0020630890122342823,1.245325714965134
0.0020578139208141813,1.2453383031496257
0.002079028788346874,1.2415272055474003
0.0020630056039185694,1.2457391046493103
0.002069723316067198,1.2466473924023564
0.00201774774301951,1.236395350599711
0.0020080247360273404,1.2363798602492408
0.002046486597362587,1.2375584130441897
0.002054148423004687,1.2357832105462179
0.002065572548028532,1.235687920301713
0.0020260196069260966,1.2290281099555767
0.001998977232202448,1.231561488458189
0.0019812951658393606,1.2287637060370769
0.0020332983148951844,1.2297123137828523
0.001983481632397238,1.2285733966700798
0.001967697863461543,1.2238364425380672
0.0019815755145388015,1.2257840373171467
0.0019990326143020988,1.2179389724337597
0.0019846369617462028,1.2228810221044715
0.0019236094518193761,1.2166050763960081
0.0019497439439702439,1.2094907326332587
0.001967638327841782,1.2144598341972779
