img_loss,ocr_loss
0.005308033909494355,1.5604971142915578
0.005042339044143638,1.2807283637791695
0.005546614370644974,1.210490330789216
0.005087794848998799,1.1130952984976346
0.004967212529588469,1.0107631180766066
0.004940411858481063,0.9223567737630133
0.005143638033441891,1.0138021231403012
0.0046535747789794345,0.8293273477159309
0.0046576930860266885,0.7813655543609483
0.004705468148610296,0.7775134308451026
0.004764217392888647,0.7741524714689988
0.004592487224813043,0.674313357066826
0.004811469078361547,0.6367182960877051
0.006573176041752453,1.2443344723543472
0.005242905138644594,1.0137971741913339
0.0045748822192644934,0.6457180956587989
0.004896160811681808,0.6408360114640738
0.004503480128436928,0.5229413453820189
0.004380205290711666,0.49129771930578897
0.004474919008300502,0.5080755515211433
0.0043631045522509945,0.4674607009224638
0.004618383832441191,0.536733839021632
0.004380189068339898,0.455023948345664
0.005117119792793718,0.5638792493639613
0.004744465225899714,0.6074101648916154
0.004334459850046585,0.4422761768808026
0.004320502248124258,0.4052841798264599
0.0043358777941772215,0.410386719823589
0.004485388599148781,0.442141258328624
0.004505981994274805,0.46627200981216316
0.004443704187814918,0.4632946227252836
0.0044268257227125605,0.4070543012851794
0.004705545872714392,0.5580429167172613
0.004699788612903223,0.5518468830007068
0.004234388794408307,0.3439352840802373
0.004138267935204083,0.292661333621959
0.004662947300766435,0.5597602567200125
0.0045191237438448086,0.48102536674081925
0.00440657187043827,0.3578350339856374
0.004284617933306909,0.325819169055428
0.0041754467126268605,0.2823853669302351
0.004092453436143476,0.24274925122687802
0.004450009216846534,0.33860685887950415
0.004336921338366686,0.3448713846813292
0.0040865499710873564,0.24983498983129243
0.0040566306478569845,0.24224327707431725
0.0042204646222822415,0.283806077937579
0.004240799084933993,0.31135662422465854
0.004824948577022941,0.6269845647748405
0.005004334751207977,0.6666715774663101
0.005575398273887278,1.0070981310140452
0.00499231249821433,0.7640652776469846
0.004377150982508116,0.3637068871210313
0.00407856563519488,0.2294184218364707
0.004102211186563122,0.21702749718575787
0.004047947558271286,0.20743564075443166
0.0038847542896910886,0.15855982311114053
0.00390286570051189,0.15618860164998905
0.003948999358032494,0.19025612955350849
0.003947720577741957,0.17806008950801644
0.003850407639419186,0.1508386709214844
0.0038364580074688914,0.14379096404820152
0.003816317280578102,0.14865461087747087
0.003830580561581624,0.15290242486451505
0.004667509293470245,0.5050683309428791
0.005896311498539158,1.1913102092827565
0.004912111489377783,0.7409438777428407
0.0043960588008782565,0.406421547193499
0.004233291690904625,0.26087875895687107
0.003934721038098166,0.17227825805677113
0.004401588986060146,0.28978944677837504
